context,prompt_bn,response_bn,label
খুলনা জেলা বাংলাদেশের দক্ষিণবঙ্গে অবস্থিত। এর মোট আয়তন ৫৭৬২ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৬০০০০০। জেলাটি ১৮৪৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ২০০ মিটার।,খুলনা জেলা কত সালে প্রতিষ্ঠিত হয়?,"১৮৪৮, যা ৬টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
বিজয় সফটওয়্যার ২০১৪ সালে বাজারে আসে। এটি প্রথম তৈরি করেন কামরুল ভট্টাচার্য। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,ডেলফি,1
[NULL],"""ভিজে বেড়াল"" বাগধারাটির অর্থ কী?",কপটচারী,1
করতোয়া নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৭৬ কিলোমিটার। নদীটি বর্ধমান অঞ্চল থেকে উৎপন্ন হয়ে মেদিনীপুর অঞ্চলে প্রবাহিত হয়েছে।,করতোয়া নদী-এর দৈর্ঘ্য কত?,৬৯২ কিলোমিটার,0
"বিভূতি কবির (১৯১৫ সালে ময়মনসিংহ অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত রাজনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""কুয়াশার রেখা""। ১৯৭৭ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ১৯৮৯ সালে তিনি মৃত্যুবরণ করেন।",বিভূতি কবির কত সালে জন্মগ্রহণ করেন?,১৮৮৯,0
[NULL],৮০০ টাকার ৫% কত টাকা?,৩২ টাকা,0
"অতুল হক (১৯৮৬ সালে মেদিনীপুর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত শিক্ষাবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""শেষ প্রহর""। ২০২২ সালে তাঁকে বাংলা একাডেমি পুরস্কারে ভূষিত করা হয়। ২০২৫ সালে তিনি মৃত্যুবরণ করেন।",অতুল হক পেশায় কী ছিলেন?,শিক্ষাবিদ,1
[NULL],"নিচের কোন বানানটি শুদ্ধ — ""দুর্বিষহ"" নাকি ""দুর্বিসহ""?",দুর্বিষহ,1
[NULL],"""ঢাকের কাঠি"" বাগধারাটির অর্থ কী?",মোসাহেব বা চাটুকার,1
নোয়াখালী জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ১৯০৮ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৯০০০০০। জেলাটি ১৯৫৭ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ২৬৬ মিটার।,নোয়াখালী জেলা কোন অঞ্চলে অবস্থিত?,পশ্চিমাঞ্চল,1
[NULL],"১৪৯, ৯৮ ও ১৮২ সংখ্যা তিনটির গড় কত?",১৪৩,1
[NULL],৩ ও ৪৬ এর গুণফল কত?,১৩৮,1
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪০৪ কিলোমিটার। নদীটি রাজশাহী অঞ্চল থেকে উৎপন্ন হয়ে রংপুর অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী-এর দৈর্ঘ্য কত?,৪০৪ কিলোমিটার,1
কুশিয়ারা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৩৫২ কিলোমিটার। নদীটি বরিশাল অঞ্চল থেকে উৎপন্ন হয়ে বাঁকুড়া অঞ্চলে প্রবাহিত হয়েছে।,কুশিয়ারা নদী-এর দৈর্ঘ্য কত?,৩৫২ কিলোমিটার,1
"অমিয় দাশগুপ্ত (১৮৫১ সালে বর্ধমান অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত শিক্ষাবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""নিঃশব্দ যাত্রা""। ১৯১৬ সালে তাঁকে একুশে পদকে ভূষিত করা হয়। ১৯২৪ সালে তিনি মৃত্যুবরণ করেন।",অমিয় দাশগুপ্ত কত সালে জন্মগ্রহণ করেন?,১৮৩৬,0
